id,relationship_id,heading,meaning
529,529,"แม่หรือผู้ใหญ่ เรื่องในบ้าน เรื่องส่วนตัว (มาตา) สัมพันธ์กับ ญาติพี่น้อง (พันธุ)","ท่านจะมีพี่น้องเกิดร่วมพ่อ แม่เดียวกันหลายคน และจะมีนิสัยคล้ายคลึงกับแม่ เป็นที่รักใคร่ของพ่อและแม่ ตลอดจนญาติทั้งข้างฝ่ายแม่  มีญาติฝ่ายแม่มาก ญาติพี่น้องท่านมีความสามัคคีพร้อมเพรียงกันเป็นอย่างดี"
530,529,"แม่หรือผู้ใหญ่ เรื่องในบ้าน เรื่องส่วนตัว (มาตา) สัมพันธ์กับ เหน็จเหนื่อยเพื่อคนอื่น ส่วนรวม (ทาสา)","แม่ของท่านเป็นคนรักครอบครัวดี  เหน็จเหนื่อยทำมาหาดินเพื่อครอบครัวเสมอ แม่เป็นที่พึ่งของคนทั่ว ๆ ไปทำงานเหน็ดเหนื่อยเพื่อส่วนรวมหรือคนอื่นๆ ,ทำการใดคนทั่วๆไปที่สูงวัยกว่าให้ความช่วยเหลือ ร่วมมือดี , แม่มักทำงานราชการ"
531,529,"ญาติพี่น้อง (พันธุ) สัมพันธ์กับ เหน็จเหนื่อยเพื่อคนอื่น ส่วนรวม (ทาสา)","ถึงท่านจะมีญาติพี่น้องมากมายอย่างไรก็ตาม ญาติพี่น้องพงศ์พันธุ์ของท่านก็เป็นเพียงอนุชาตตระกูล มีความเป็นอยู่ตลอดถึงการทำมาหากิน เป็นเช่นกับต้นตระกูลวงศ์เดิมของตนทุกประการ เช่น ตระกูลของตนเคยทำมาหากินในทางทำนาค้าชาย หรือเป็นข้าราชการผู้น้อยผู้ใหญ่อย่างไรก็ตาม ญาติพี่น้องของผู้นั้นย่อมจะมีอาชีพ หรือการทำมาหากินตามเช่นอย่างตระกูลเดิมของตน"
532,532,"แม่หรือผู้ใหญ่ เรื่องในบ้าน เรื่องส่วนตัว (มาตา) สัมพันธ์กับ ญาติพี่น้อง (พันธุ)","ท่านจะมีพี่น้องเกิดร่วมพ่อ แม่เดียวกันหลายคน และจะมีนิสัยคล้ายคลึงกับแม่ เป็นที่รักใคร่ของพ่อและแม่ ตลอดจนญาติทั้งข้างฝ่ายแม่  มีญาติฝ่ายแม่มาก ญาติพี่น้องท่านมีความสามัคคีพร้อมเพรียงกันเป็นอย่างดี"
533,532,"แม่หรือผู้ใหญ่ เรื่องในบ้าน เรื่องส่วนตัว (มาตา) สัมพันธ์กับ การเหน็จเหนื่อยเพื่อตัวเอง (ทาสี)","แม่ของท่านเป็นคนรักครอบครัวดี  เหน็จเหนื่อยทำมาหาดินเพื่อครอบครัวเสมอ ,ทำการใดลูกน้องบริวารที่สูงวัยกว่าให้ความช่วยเหลือ ร่วมมือดี , แม่มักทำงานราชการ"
534,532,"ญาติพี่น้อง (พันธุ) สัมพันธ์กับ การเหน็จเหนื่อยเพื่อตัวเอง (ทาสี)","ถึงท่านจะมีญาติพี่น้องมากมายอย่างไรก็ตาม ญาติพี่น้องพงศ์พันธุ์ของท่านก็เป็นเพียงอนุชาตตระกูล มีความเป็นอยู่ตลอดถึงการทำมาหากิน เป็นเช่นกับต้นตระกูลวงศ์เดิมของตนทุกประการ เช่น ตระกูลของตนเคยทำมาหากินในทางทำนาค้าชาย หรือเป็นข้าราชการผู้น้อยผู้ใหญ่อย่างไรก็ตาม ญาติพี่น้องของผู้นั้นย่อมจะมีอาชีพ หรือการทำมาหากินตามเช่นอย่างตระกูลเดิม"
535,535,"แม่หรือผู้ใหญ่ เรื่องในบ้าน เรื่องส่วนตัว (มาตา) สัมพันธ์กับ ญาติพี่น้อง (พันธุ)","ท่านจะมีพี่น้องเกิดร่วมพ่อ แม่เดียวกันหลายคน และจะมีนิสัยคล้ายคลึงกับแม่ เป็นที่รักใคร่ของพ่อและแม่ ตลอดจนญาติทั้งข้างฝ่ายแม่  มีญาติฝ่ายแม่มาก ญาติพี่น้องท่านมีความสามัคคีพร้อมเพรียงกันเป็นอย่างดี"
536,535,"แม่หรือผู้ใหญ่ เรื่องในบ้าน เรื่องส่วนตัว (มาตา) สัมพันธ์กับ สิ่งไม่ดี เรื่องปิดบัง ซ่อนเร้น (พยายะ)","แม่ของท่าน จะมีโรคมักเจ็บไข้ได้ป่วยอยู่เสมอ ท่านไม่ค่อยได้รับความช่วยเหลือจากแม่เท่าไรนัก เมื่อพบเห็นกันเข้าก็ไม่ค่อยถูกลงรอยกัน ไม่ค่อยคุยกันแม้อยู่บ้านเดียวกัน อาจไม่ทะเลาะกันแต่ก็เฉยๆกันไป  เมื่อเติบโตขึ้นมักจะพลัดพราก หรือต้องอยู่ห่างไกลจากพ่อและแม่  , มีเรื่องปิดบังซ่อนเร้น"
537,535,"ญาติพี่น้อง (พันธุ) สัมพันธ์กับ สิ่งไม่ดี เรื่องปิดบัง ซ่อนเร้น (พยายะ)","ท่านจะมีญาติพี่น้องพงศ์พันธ์พึ่งพาอาศัยไม่ใคร่ได้ คือญาติพี่น้องพงศ์พันธุ์ ของท่านมักจะแยกย้ายกันไปอยู่ที่อื่น หรือญาติพี่น้องพงศ์พันธุ์ผู้นั้นมักจะมีโรคอันเกิดแต่กรรมพันธุ์ ซึ่งโรคนั้นได้เป็นมาแต่บรรพบุรุษของผู้นั้นแล้ว และได้ตกทอดสู่กรรมพันธุ์ของตน , ตัวเองเป็นที่พึงของตน"
538,538,"แม่หรือผู้ใหญ่ เรื่องในบ้าน เรื่องส่วนตัว (มาตา) สัมพันธ์กับ ญาติพี่น้อง (พันธุ)","ท่านจะมีพี่น้องเกิดร่วมพ่อ แม่เดียวกันหลายคน และจะมีนิสัยคล้ายคลึงกับแม่ เป็นที่รักใคร่ของพ่อและแม่ ตลอดจนญาติทั้งข้างฝ่ายแม่  มีญาติฝ่ายแม่มาก ญาติพี่น้องท่านมีความสามัคคีพร้อมเพรียงกันเป็นอย่างดี"
539,538,"แม่หรือผู้ใหญ่ เรื่องในบ้าน เรื่องส่วนตัว (มาตา) สัมพันธ์กับ เรื่องเจ็บป่วย (มรณะ)","ท่านไม่ค่อยได้รับความช่วยเหลือจากมารเท่าไรนัก มักจะตั้งตัวได้เพราะตัวของตัวเอง การพึ่งพาอาศัยและการช่วยเหลือจากผู้อื่นนั้นมักจะเป็นแต่เมื่อตอนที่ผู้นั้นยังมีอายุยังน้อย อยู่เท่านั้นครั้นว่าเมื่อย่างเข้าสู่ความเป็นผู้ใหญ่แล้ว ก็มักจะพึ่งพาตัวเองอาภัพแม่ มักจะเป็นคนกำพร้าแม่แต่เมื่ออายุยังน้อย ซึ่งโดยมากนั้นก็มักจะได้รับความช่วยเหลือจากญาติฝ่ายพ่อ,อยู่ห่างไกลพ่อและแม่ , ไปได้ดีที่อื่น"
540,538,"ญาติพี่น้อง (พันธุ) สัมพันธ์กับ เรื่องเจ็บป่วย (มรณะ)","ท่านจะไม่ค่อยมีญาติพี่น้อง จะไม่ได้รับความช่วยเหลืออะไร จากญาติพี่น้องเลย ถ้าจะพึ่งพาอาศัยผู้อื่นยังจะดีกว่าพึ่งพาอาศัยญาติพี่น้องตนเอง ชะตาชีวิตของท่าน จะมีญาติพี่น้องวงศ์วานของตนเองเป็นศัตรู"
541,541,"แม่หรือผู้ใหญ่ เรื่องในบ้าน เรื่องส่วนตัว (มาตา) สัมพันธ์กับ ญาติพี่น้อง (พันธุ)","ท่านจะมีพี่น้องเกิดร่วมพ่อ แม่เดียวกันหลายคน และจะมีนิสัยคล้ายคลึงกับแม่ เป็นที่รักใคร่ของพ่อและแม่ ตลอดจนญาติทั้งข้างฝ่ายแม่  มีญาติฝ่ายแม่มาก ญาติพี่น้องท่านมีความสามัคคีพร้อมเพรียงกันเป็นอย่างดี"
542,541,"แม่หรือผู้ใหญ่ เรื่องในบ้าน เรื่องส่วนตัว (มาตา) สัมพันธ์กับ ลาภยศ โชคลาภ (ลาภะ)","แม่ของท่านเป็นผู้ที่มีฐานะทางการเงินที่มั่นคง ท่านจะมีพ่อและแม่เป็นผู้สนับสนุนจุนเจือในเรื่องทรัพย์สินมรดกตกทอด  เงินทอง  ที่ดิน ธุรกิจ ผลประโยชน์ และช่วยเหลือแนะนำในการทำมาหากิน เพื่อจะให้ท่านตั้งตัวได้ แม่ของท่านมักจะเป็นผู้มีโชคดีในเรื่องการทำมาหากินเลี้ยงชีพ,มีผู้หลักผู้ใหญ่สนับสนุนเรื่องลาภผล ความก้าวหน้า"
543,541,"ญาติพี่น้อง (พันธุ) สัมพันธ์กับ ลาภยศ โชคลาภ (ลาภะ)","ท่านจะเป็นคนที่มีพี่น้องเพื่อนฝูงมากมาย และญาติมิตรของท่านรู้จักความปรองดองกันเป็นอย่างดียิ่ง มีความเป็นอยู่เป็นก๊ก เป็นเหล่ากันดี ,ท่านชอบทำการอันเป็นประโยชน์แก่สาธารณชนโดยทั่วถึงกันเช่นเป็นคนมีวิชาชีพ ซึ่งมีหน้าที่คอยติดต่อทำประโยชน์ให้แก่สาธารณชนโดยทั่วไป ถ้าผู้นั้นบวชเป็นสงฆ์เป็นชี ก็จะได้รับพระราชทานสมณศักดิ์มีชื่อเสียง"
544,544,"แม่หรือผู้ใหญ่ เรื่องในบ้าน เรื่องส่วนตัว (มาตา) สัมพันธ์กับ ญาติพี่น้อง (พันธุ)","ท่านจะมีพี่น้องเกิดร่วมพ่อ แม่เดียวกันหลายคน และจะมีนิสัยคล้ายคลึงกับแม่ เป็นที่รักใคร่ของพ่อและแม่ ตลอดจนญาติทั้งข้างฝ่ายแม่  มีญาติฝ่ายแม่มาก ญาติพี่น้องท่านมีความสามัคคีพร้อมเพรียงกันเป็นอย่างดี"
545,544,"แม่หรือผู้ใหญ่ เรื่องในบ้าน เรื่องส่วนตัว (มาตา) สัมพันธ์กับ ความเจริญรุ่งเรือง (สุภะ)","แม่ท่านเป็นคนมีเกียรติ มีคนยกย่อง รู้จักพูดจาถ้อยคำสุภาพเรียบร้อย เป็นคนรูปร่างสวยงาม รู้จักเข้าหาผู้หลักผู้ใหญ่ จึงมักเป็นคนได้รับความเมตตาจากท่านผู้เป็นหัวหน้าอยู่เสมอ  แม่,หัวหน้าหรือผู้ใหญ่ช่วยเหลือ แนะนำแนวทางให้เจริญก้าวหน้าในเรื่องการงานการเงินการดำเนินชีวิต"
546,544,"ญาติพี่น้อง (พันธุ) สัมพันธ์กับ ความเจริญรุ่งเรือง (สุภะ)","ท่านจะมีญาติพี่น้องวงศ์วานที่เป็นคนมีสกุลสูง มีการทำมาหากินในทางสัมมาอาชีพ มีฐานะและหน้าที่ในวงราชการที่สูงค่า คือ ญาติพี่น้องวงศ์วานของผู้นั้นเป็นผู้มีความดีคนทั้งหลายยกย่องนับถือผู้นั้นก็จะพลอยมีหน้ามีตาเพราะญาติพี่น้องพงศ์พันธุ์นั้นด้วย ชะตาชีวิตของท่านจะได้ดีเพราะมีพี่น้องพงศ์พันธุ์เป็นผู้คอยให้ความช่วยเหลือเกื้อกูลเสมอ"
547,547,"แม่หรือผู้ใหญ่ เรื่องในบ้าน เรื่องส่วนตัว (มาตา) สัมพันธ์กับ เพื่อนฝูง การติดต่อ (สหัชชะ)","แม่ของท่านเป็นคนมีเกียรติเป็นที่รู้จักของคนทั่ว ๆ ไป ท่านเองจึงมีความคุ้นเคยกับบุคคลได้ทุกชั้นทุกวัยด้วย เป็นคนที่มีเพื่อนฝูงมาก เพราะแม่ของท่านเป็นคนรู้จักมีและให้ความสำคัญต่อสังคมส่วนรวมนั้น ๆ ,ท่านมักมีเพื่อนที่สูงอายุกว่า(ผู้หญิง) ,ท่านมีแม่เหมือนเพื่อน คุยปรึกษาได้ทุกเรื่องเป็นกันเอง"
548,547,"แม่หรือผู้ใหญ่ เรื่องในบ้าน เรื่องส่วนตัว (มาตา) สัมพันธ์กับ หน้าที่การงาน (กัมมะ)","แม่ของท่านเป็นคนที่มีความขยันหมั่นเพียร รู้จักในเรื่องการทำมาหากิน ไม่ชอบพึ่งพาอาศัยผู้อื่น จะทำการงานสิ่งใดก็มักจะมีความมั่นใจด้วยตนเองและการงานที่ทำนั้นก็จะลุล่วงไปได้โดยดี มีผลอันน่าพึงพอใจ ทำให้มารของท่านเป็นคนมีฐานะเงินทอง ทรัพย์สิน ที่ดิน ธุรกิจ ผลประโยชน์ มั่นคง ,ท่านสืบทอดงานดูแลกิจการต่อจากแม่,ทำงานเกี่ยงข้องกับผู้หลักผู้ใหญ่"
549,547,"เพื่อนฝูง การติดต่อ (สหัชชะ) สัมพันธ์กับ หน้าที่การงาน (กัมมะ)","ท่านเป็นคนที่มีการติดต่อและการคบหาสมาคมเสมอๆ ท่านมักจะไปติดต่อและคบหาสมาคมเพื่อขอความเห็นหรือขอความช่วยเหลือจากท่านเหล่านั้นในเรืองการทำมาหากิน หรือการลงทุนค้าขาย หรือการเข้าหุ้นร่วมลงทุนกันประกอบอาชีพอย่างใดอย่างหนึ่ง การงานที่ผู้นั้นได้กระทำไปแล้วนั้น ๆ จะให้ผลเป็นที่พึงพอใจยิ่ง จะให้ความสำเร็จแก่ท่านเสมอ ท่านจะตั้งเนื้อตั้งตัวได้ก็เพราะได้รับความปรึกษาหารือ ได้รับความช่วยเหลือจากเพื่อนฝูงมิตรสหาย"
550,550,"แม่หรือผู้ใหญ่ เรื่องในบ้าน เรื่องส่วนตัว (มาตา) สัมพันธ์กับ เพื่อนฝูง การติดต่อ (สหัชชะ)","แม่ของท่านเป็นคนมีเกียรติเป็นที่รู้จักของคนทั่ว ๆ ไป ท่านเองจึงมีความคุ้นเคยกับบุคคลได้ทุกชั้นทุกวัยด้วย เป็นคนที่มีเพื่อนฝูงมาก เพราะแม่ของท่านเป็นคนรู้จักมีและให้ความสำคัญต่อสังคมส่วนรวมนั้น ๆ ,ท่านมักมีเพื่อนที่สูงอายุกว่า(ผู้หญิง) ,ท่านมีแม่เหมือนเพื่อน คุยปรึกษาได้ทุกเรื่องเป็นกันเอง"
551,550,"แม่หรือผู้ใหญ่ เรื่องในบ้าน เรื่องส่วนตัว (มาตา) สัมพันธ์กับ เหน็จเหนื่อยเพื่อคนอื่น ส่วนรวม (ทาสา)","แม่ของท่านเป็นคนรักครอบครัวดี  เหน็จเหนื่อยทำมาหาดินเพื่อครอบครัวเสมอ แม่เป็นที่พึ่งของคนทั่ว ๆ ไปทำงานเหน็ดเหนื่อยเพื่อส่วนรวมหรือคนอื่นๆ ,ทำการใดคนทั่วๆไปที่สูงวัยกว่าให้ความช่วยเหลือ ร่วมมือดี , แม่มักทำงานราชการ"
552,550,"เพื่อนฝูง การติดต่อ (สหัชชะ) สัมพันธ์กับ เหน็จเหนื่อยเพื่อคนอื่น ส่วนรวม (ทาสา)","ท่านมีเพื่อนฝูงมิตรสหายใด ๆ ก็ดี มักจะมีคนไม่ค่อยดีอาชีพไม่สุจริต ไม่ถูกไม่ควร แต่เพื่อนฝูงมิตรสหายท่านก็มีความรักใคร่ซื่อตรงต่อท่านเป็นอย่างดี คือ เพื่อนฝูงของท่านจะช่วยการงานท่านได้และจะมีความนับถือยกย่องท่านเหมือนกับเจ้านายมีความสงสารเมตตา ถ้าท่านไปคบค้าสมาคมกับผู้ที่มีฐานะสูงกว่าตนท่านก็จะเป็นเหมือนบริวารของเพื่อนฝูงของผู้นั้น  ชะตาชีวิตของท่านคบแต่ผู้ที่ต่ำกว่าตนเสมอ อย่าไปคบหาสมาคมกับผู้มีฐานะสูงกว่าตน"
553,553,"แม่หรือผู้ใหญ่ เรื่องในบ้าน เรื่องส่วนตัว (มาตา) สัมพันธ์กับ เพื่อนฝูง การติดต่อ (สหัชชะ)","แม่ของท่านเป็นคนมีเกียรติเป็นที่รู้จักของคนทั่ว ๆ ไป ท่านเองจึงมีความคุ้นเคยกับบุคคลได้ทุกชั้นทุกวัยด้วย เป็นคนที่มีเพื่อนฝูงมาก เพราะแม่ของท่านเป็นคนรู้จักมีและให้ความสำคัญต่อสังคมส่วนรวมนั้น ๆ ,ท่านมักมีเพื่อนที่สูงอายุกว่า(ผู้หญิง) ,ท่านมีแม่เหมือนเพื่อน คุยปรึกษาได้ทุกเรื่องเป็นกันเอง"
554,553,"แม่หรือผู้ใหญ่ เรื่องในบ้าน เรื่องส่วนตัว (มาตา) สัมพันธ์กับ การเหน็จเหนื่อยเพื่อตัวเอง (ทาสี)","แม่ของท่านเป็นคนรักครอบครัวดี  เหน็จเหนื่อยทำมาหาดินเพื่อครอบครัวเสมอ ,ทำการใดลูกน้องบริวารที่สูงวัยกว่าให้ความช่วยเหลือ ร่วมมือดี , แม่มักทำงานราชการ"
555,553,"เพื่อนฝูง การติดต่อ (สหัชชะ) สัมพันธ์กับ การเหน็จเหนื่อยเพื่อตัวเอง (ทาสี)","ท่านมีเพื่อนฝูงมิตรสหายใด ๆ ก็ดี มักจะมีคนไม่ค่อยดีอาชีพไม่สุจริต ไม่ถูกไม่ควร แต่เพื่อนฝูงมิตรสหายท่านก็มีความรักใคร่ซื่อตรงต่อท่านเป็นอย่างดี คือ เพื่อนฝูงของท่านจะช่วยการงานท่านได้และจะมีความนับถือยกย่องท่านเหมือนกับเจ้านายมีความสงสารเมตตา , ท่านจะเหน็ดเหนื่อยกับการงานส่วนรวมมากกว่าการงานของตัวเอง"
556,556,"แม่หรือผู้ใหญ่ เรื่องในบ้าน เรื่องส่วนตัว (มาตา) สัมพันธ์กับ เพื่อนฝูง การติดต่อ (สหัชชะ)","แม่ของท่านเป็นคนมีเกียรติเป็นที่รู้จักของคนทั่ว ๆ ไป ท่านเองจึงมีความคุ้นเคยกับบุคคลได้ทุกชั้นทุกวัยด้วย เป็นคนที่มีเพื่อนฝูงมาก เพราะแม่ของท่านเป็นคนรู้จักมีและให้ความสำคัญต่อสังคมส่วนรวมนั้น ๆ ,ท่านมักมีเพื่อนที่สูงอายุกว่า(ผู้หญิง) ,ท่านมีแม่เหมือนเพื่อน คุยปรึกษาได้ทุกเรื่องเป็นกันเอง"
557,556,"แม่หรือผู้ใหญ่ เรื่องในบ้าน เรื่องส่วนตัว (มาตา) สัมพันธ์กับ สิ่งไม่ดี เรื่องปิดบัง ซ่อนเร้น (พยายะ)","แม่ของท่าน จะมีโรคมักเจ็บไข้ได้ป่วยอยู่เสมอ ท่านไม่ค่อยได้รับความช่วยเหลือจากแม่เท่าไรนัก เมื่อพบเห็นกันเข้าก็ไม่ค่อยถูกลงรอยกัน ไม่ค่อยคุยกันแม้อยู่บ้านเดียวกัน อาจไม่ทะเลาะกันแต่ก็เฉยๆกันไป  เมื่อเติบโตขึ้นมักจะพลัดพราก หรือต้องอยู่ห่างไกลจากพ่อและแม่  , มีเรื่องปิดบังซ่อนเร้น"
558,556,"เพื่อนฝูง การติดต่อ (สหัชชะ) สัมพันธ์กับ สิ่งไม่ดี เรื่องปิดบัง ซ่อนเร้น (พยายะ)","ท่านไม่ค่อยมีมิตรสหาย หรือมีก็เป็นมิตรที่ไม่ค่อยดี ไม่ได้ช่วยสนับสนุนท่าน จะคบหาสมาคมกับท่านผูใดก็มักจะได้รับความเดือดร้อนเสมอ ผู้ที่ท่านไปคบหาติดต่อด้วยนั้น เป็นคนที่คอยเบียดเบียนผู้นั้นให้ได้ร้อนอยู่เสมอ ถึงเพื่อนฝูงมิตรสหายของผู้นั้นจะทำเหตุที่ไม่ดีไว้ที่ไหน ๆ ก็ดี ก็มักจะอวดอ้างหรือออกชื่อของท่านด้วย เพราะฉะนั้นท่านจึงให้มีความระวัง เรื่องการคบหาสมาคมกับมิตรสหายให้มาก ๆ  ก่อนที่จะคบหาสมาคมกับเพื่อนฝูงคนใด จะต้องสอบสวนและทดลองดูนิสัยใจคอของผู้นั้นให้มาก จึงจะเป็นการดีสำหรับท่าน ถ้ามิฉะนั้นแล้วผู้นั้นจะได้รับความร้อนใจและได้รับความเสื่อมเสีย ซึ่งมิตรสหายนั้นจะเป็นผู้นำมาให้ หรือเป็นผู้ชักชวนท่าน"
559,559,"แม่หรือผู้ใหญ่ เรื่องในบ้าน เรื่องส่วนตัว (มาตา) สัมพันธ์กับ เพื่อนฝูง การติดต่อ (สหัชชะ)","แม่ของท่านเป็นคนมีเกียรติเป็นที่รู้จักของคนทั่ว ๆ ไป ท่านเองจึงมีความคุ้นเคยกับบุคคลได้ทุกชั้นทุกวัยด้วย เป็นคนที่มีเพื่อนฝูงมาก เพราะแม่ของท่านเป็นคนรู้จักมีและให้ความสำคัญต่อสังคมส่วนรวมนั้น ๆ ,ท่านมักมีเพื่อนที่สูงอายุกว่า(ผู้หญิง) ,ท่านมีแม่เหมือนเพื่อน คุยปรึกษาได้ทุกเรื่องเป็นกันเอง"
560,559,"แม่หรือผู้ใหญ่ เรื่องในบ้าน เรื่องส่วนตัว (มาตา) สัมพันธ์กับ เรื่องเจ็บป่วย (มรณะ)","ท่านไม่ค่อยได้รับความช่วยเหลือจากมารเท่าไรนัก มักจะตั้งตัวได้เพราะตัวของตัวเอง การพึ่งพาอาศัยและการช่วยเหลือจากผู้อื่นนั้นมักจะเป็นแต่เมื่อตอนที่ผู้นั้นยังมีอายุยังน้อย อยู่เท่านั้นครั้นว่าเมื่อย่างเข้าสู่ความเป็นผู้ใหญ่แล้ว ก็มักจะพึ่งพาตัวเองอาภัพแม่ มักจะเป็นคนกำพร้าแม่แต่เมื่ออายุยังน้อย ซึ่งโดยมากนั้นก็มักจะได้รับความช่วยเหลือจากญาติฝ่ายพ่อ,อยู่ห่างไกลพ่อและแม่ , ไปได้ดีที่อื่น"
561,559,"เพื่อนฝูง การติดต่อ (สหัชชะ) สัมพันธ์กับ เรื่องเจ็บป่วย (มรณะ)","ท่านไม่ค่อยมีมิตรสหาย หรือมีก็เป็นมิตรที่ไม่ค่อยดี ไม่ได้ช่วยสนับสนุนท่าน จะมีมิตรสหายเป็นศัตรูของท่าน เพราะฉะนั้นท่านจึงให้มีความระวัง เรื่องการคบหาสมาคมกับมิตรสหายให้มาก ๆ  ก่อนที่จะคบหาสมาคมกับเพื่อนฝูงคนใด จะต้องสอบสวนและทดลองดูนิสัยใจคอของผู้นั้นให้มาก จึงจะเป็นการดีสำหรับท่าน ถ้ามิฉะนั้นแล้วผู้นั้นจะได้รับความร้อนใจและได้รับความเสื่อมเสีย ซึ่งมิตรสหายนั้นจะเป็นผู้นำมาให้ หรือเป็นผู้ชักชวนท่าน"
562,562,"แม่หรือผู้ใหญ่ เรื่องในบ้าน เรื่องส่วนตัว (มาตา) สัมพันธ์กับ เพื่อนฝูง การติดต่อ (สหัชชะ)","แม่ของท่านเป็นคนมีเกียรติเป็นที่รู้จักของคนทั่ว ๆ ไป ท่านเองจึงมีความคุ้นเคยกับบุคคลได้ทุกชั้นทุกวัยด้วย เป็นคนที่มีเพื่อนฝูงมาก เพราะแม่ของท่านเป็นคนรู้จักมีและให้ความสำคัญต่อสังคมส่วนรวมนั้น ๆ ,ท่านมักมีเพื่อนที่สูงอายุกว่า(ผู้หญิง) ,ท่านมีแม่เหมือนเพื่อน คุยปรึกษาได้ทุกเรื่องเป็นกันเอง"
563,562,"แม่หรือผู้ใหญ่ เรื่องในบ้าน เรื่องส่วนตัว (มาตา) สัมพันธ์กับ ลาภยศ โชคลาภ (ลาภะ)","แม่ของท่านเป็นผู้ที่มีฐานะทางการเงินที่มั่นคง ท่านจะมีพ่อและแม่เป็นผู้สนับสนุนจุนเจือในเรื่องทรัพย์สินมรดกตกทอด  เงินทอง  ที่ดิน ธุรกิจ ผลประโยชน์ และช่วยเหลือแนะนำในการทำมาหากิน เพื่อจะให้ท่านตั้งตัวได้ แม่ของท่านมักจะเป็นผู้มีโชคดีในเรื่องการทำมาหากินเลี้ยงชีพ,มีผู้หลักผู้ใหญ่สนับสนุนเรื่องลาภผล ความก้าวหน้า"
564,562,"เพื่อนฝูง การติดต่อ (สหัชชะ) สัมพันธ์กับ ลาภยศ โชคลาภ (ลาภะ)","ท่านมีโชควาสนาดี จะได้ลาภผลอันใดลาภผลอันใดลาภผลอันนั้นจะเกิดจากคบหาสมาคมกับเพื่อนฝูงมิตรสหายเป็นส่วนมาก ท่านย่อมจะเป็นคนที่รู้จักเอาอกเอาใจเพื่อนฝูง จึงเป็นเหตุให้ท่านเป็นคนได้รับความช่วยเหลือและความเห็นอกเห็นใจจากเพื่อนฝูงเสมอมิตรสหาย แล้วแต่เต็มอกเต็มใจจะให้ความช่วยเหลือต่อท่าน ทุกวิถีทางถึงท่านจะเป็นคนจนอย่างไรก็ดี ก็จะมีเพื่อนฝูงมากชักชวน หรือช่วยให้ทุนในการหาเลี้ยงชีพ ครั้นภายหลังผู้นั้นจะมีฐานะเป็นปึกแผ่นมั่นคง เพราะมีเพื่อนฝูงนั้นเป็นผู้คอยให้ความช่วยเหลืออยู่เสมอ"
565,565,"แม่หรือผู้ใหญ่ เรื่องในบ้าน เรื่องส่วนตัว (มาตา) สัมพันธ์กับ เพื่อนฝูง การติดต่อ (สหัชชะ)","แม่ของท่านเป็นคนมีเกียรติเป็นที่รู้จักของคนทั่ว ๆ ไป ท่านเองจึงมีความคุ้นเคยกับบุคคลได้ทุกชั้นทุกวัยด้วย เป็นคนที่มีเพื่อนฝูงมาก เพราะแม่ของท่านเป็นคนรู้จักมีและให้ความสำคัญต่อสังคมส่วนรวมนั้น ๆ ,ท่านมักมีเพื่อนที่สูงอายุกว่า(ผู้หญิง) ,ท่านมีแม่เหมือนเพื่อน คุยปรึกษาได้ทุกเรื่องเป็นกันเอง"
566,565,"แม่หรือผู้ใหญ่ เรื่องในบ้าน เรื่องส่วนตัว (มาตา) สัมพันธ์กับ ความเจริญรุ่งเรือง (สุภะ)","แม่ท่านเป็นคนมีเกียรติ มีคนยกย่อง รู้จักพูดจาถ้อยคำสุภาพเรียบร้อย เป็นคนรูปร่างสวยงาม รู้จักเข้าหาผู้หลักผู้ใหญ่ จึงมักเป็นคนได้รับความเมตตาจากท่านผู้เป็นหัวหน้าอยู่เสมอ  แม่,หัวหน้าหรือผู้ใหญ่ช่วยเหลือ แนะนำแนวทางให้เจริญก้าวหน้าในเรื่องการงานการเงินการดำเนินชีวิต"
567,565,"เพื่อนฝูง การติดต่อ (สหัชชะ) สัมพันธ์กับ ความเจริญรุ่งเรือง (สุภะ)","ท่านจะมีมิตรสหายดี มีเพื่อนฝูงพวกพ้องนำเอาความสำเร็จมาสู่ตนเสมอผู้นั้นจะไปติดต่อขอความช่วยเหลือจากท่านผู้ใดหรือจากเพื่อนฝูง มิตรสหายใด ๆ จะได้รับความสำเร็จเป็นที่พึงพอใจอย่างยิ่งผู้นั้นจะมีเพื่อนฝูงมาให้ข้อแนะนำหรือมาให้ทุนรอนในการประกอบหาเลี้ยงชีพจนตั้งเนื้อตั้งตัวได้ มีฐานะมั่นคง เพราะเพื่อนฝูงเป็นผู้ช่วยเหลือ เจือจุน ท่านจะมีชีวิตอยู่ในโลกอย่างอบอุ่น เพราะเป็นคนมีมิตรสหายที่ดี"
568,568,"แม่หรือผู้ใหญ่ เรื่องในบ้าน เรื่องส่วนตัว (มาตา) สัมพันธ์กับ ปัญหา อุปสรรค (อริ)","ท่านมีชะตาชีวิตไม่ค่อยจะลงรอยกันกับแม่ เมื่อพบเห็นกันเข้าก็ไม่ค่อยถูกลงรอยกัน ไม่ค่อยคุยกันแม้อยู่บ้านเดียวกัน เหมือนกับได้พบเห็นผู้ที่เป็นข้าศึกศัตรูกันอาจไม่ทะเลาะกันแต่ก็เฉยๆกันไป ท่านมีชะตาชีวิตเข้ากับแม่ไม่ได้ เมื่อเติบโตขึ้นมักจะพลัดพราก หรือต้องอยู่ห่างไกลจากพ่อและแม่ ,ทำการใดมักถูกผู้ใหญ่ เจ้านายเพ่งเล็งเสมอ"
